#TYPE VMware.VimAutomation.ViCore.Impl.V1.VM.UniversalVirtualMachineImpl
"Name","PowerState","Notes","Guest","NumCpu","CoresPerSocket","MemoryMB","MemoryGB","VMHostId","VMHost","VApp","FolderId","Folder","ResourcePoolId","ResourcePool","HARestartPriority","HAIsolationResponse","DrsAutomationLevel","VMSwapfilePolicy","VMResourceConfiguration","Version","PersistentId","GuestId","UsedSpaceGB","ProvisionedSpaceGB","DatastoreIdList","ExtensionData","CustomFields","Id","Uid","Client"
"Srvc-noncore-01","PoweredOn","","Srvc-noncore-01:Microsoft Windows Server 2008 R2 (64-bit)","4","2","4096","4","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v52","Discovered virtual machine","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","502cd0ab-fe97-7a8c-2d6f-2958676d5e8b","windows7Server64Guest","44.141884258948266506195068359","44.141884810291230678558349609","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-6901","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-6901/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"MAIL-IN-01","PoweredOn","Novi MAIL-IN-01 server; 16.8.2017.","MAIL-IN-01:CentOS 4/5/6/7 (64-bit)","4","4","4096","4","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v16516","DMZ","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/40960","v10","502c8f3e-97ec-7339-7fbb-4223e72a78e8","centos64Guest","16.111109812743961811065673828","20.111110354773700237274169922","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-22930","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-22930/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"TFS-Build2","PoweredOn","","TFS-Build2:Microsoft Windows 7 (64-bit)","4","4","8192","8","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v22","vm","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v10","502c4e92-f1a3-8578-e2b9-1c4f87617205","windows7_64Guest","88.13582518231123685836791992","88.13582572620362043380737304","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-17254","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-17254/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"SwiftComm","PoweredOn","","SwiftComm:Microsoft Windows Server 2012 (64-bit)","4","1","8192","8","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v22","vm","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v10","502cc159-4bae-8ff6-5b2e-35fc0438b485","windows8Server64Guest","128.12124262377619743347167969","128.12124316580593585968017578","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-16543","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-16543/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"3PAR-VSP","PoweredOn","","3PAR-VSP:Red Hat Enterprise Linux 6 (32-bit)","1","1","1024","1","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v52","Discovered virtual machine","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/10240","v10","500a5c78-93a4-03b2-07b5-560008599648","rhel6Guest","18.076622546650469303131103516","257.12838092353194952011108399","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-126","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-126/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"CC-SMGR","PoweredOn","Avaya Aura(R)System Manager is the intuitive administration and management tool that brings Avaya Aura capabilities to life. Avaya Aura(R) System Manager centralizes provisioning, maintenance and troubleshooting to simplify and reduce management complexity and solution servicing. It is designed to manage all Avaya Aura components in the future: System Manager is used by administrators who centrally manage multiple Avaya applications and/or systems, such as Communication Manager and Session Manager.
The VM requires 9216 MB of memory, x86_64 instruction set, 4 CPU's and 1 NIC Interface.	  
	  ","CC-SMGR:CentOS 4/5/6/7 (64-bit)","4","1","9216","9","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v22","vm","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/92160","v10","502cb95f-081f-e098-9383-08d8cb323c3d","centos64Guest","72.132176514714956283569335938","81.13217866979539394378662109","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-6603","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-6603/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"CCIBWEB","PoweredOn","","CCIBWEB:Microsoft Windows Server 2008 R2 (64-bit)","2","1","2048","2","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v52","Discovered virtual machine","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/20480","v10","500af6c5-2a66-d95f-cfee-879f5a318584","windows7Server64Guest","32.147406687028706073760986328","32.147407223470509052276611328","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-117","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-117/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"UBS-KIB","PoweredOn","","UBS-KIB:Microsoft Windows Server 2012 (64-bit)","2","2","4096","4","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v16516","DMZ","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","502c2b27-104a-73d5-edb2-7d71368446de","windows8Server64Guest","100.14950952306389808654785156","104.14951006136834621429443359","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-17655","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-17655/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"Ict-barcode-01","PoweredOn","","Ict-barcode-01:Microsoft Windows Server 2003 Standard (32-bit)","1","1","1024","1","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v52","Discovered virtual machine","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/5120","v10","503af55f-2d8d-3e68-5cfd-5906a94f89a2","winNetStandardGuest","16.131073985248804092407226562","17.131074556149542331695556640","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-171","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-171/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"acs-asa2","PoweredOn","","acs-asa2:Red Hat Enterprise Linux 6 (64-bit)","2","2","4096","4","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v22","vm","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/20480","v10","502ccab2-ae80-7036-4831-dde2540669dc","rhel6_64Guest","150.12935364712029695510864258","154.12935418728739023208618164","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-22357","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-22357/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"CC-MGATE","PoweredOn","","CC-MGATE:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v52","Discovered virtual machine","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","503abab2-5b61-5918-d3ec-7c7623b13f4d","windows7Server64Guest","50.146307303570210933685302734","54.146308383904397487640380859","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-143","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-143/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"PRX-DMZ3","PoweredOn","","PRX-DMZ3:CentOS 4/5/6/7 (64-bit)","1","1","1024","1","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v16516","DMZ","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/10240","v10","503a0c12-6aab-d76e-b1b3-a2335a30deef","centos64Guest","8.108372733928263187408447266","9.108373272232711315155029297","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-81","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-81/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"Phonex","PoweredOn","","Phonex:Microsoft Windows Server 2012 (64-bit)","2","2","4096","4","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v52","Discovered virtual machine","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","503aab06-03d3-b7be-ea13-8a45f901ec20","windows8Server64Guest","102.52047467045485973358154297","106.52047520689666271209716797","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-147","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-147/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"EX-GC-02","PoweredOn","","EX-GC-02:Microsoft Windows Server 2012 (64-bit)","2","2","4096","4","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v52","Discovered virtual machine","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","503af2a0-1b82-ca86-1374-1696093c82da","windows8Server64Guest","44.119134655222296714782714844","44.119135193526744842529296875","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-160","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-160/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"WS-BACKUP","PoweredOn","","WS-BACKUP:Microsoft Windows Server 2012 (64-bit)","4","4","8192","8","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v22","vm","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/4000 MemShares:Normal/81920","v10","502cecd8-0e20-cac8-9ac9-2600046b7996","windows8Server64Guest","4154.1137206526473164558410645","4154.1137222927063703536987305","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-14295","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-14295/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"ACS3","PoweredOn","","ACS3:Microsoft Windows Server 2008 (32-bit)","1","1","2048","2","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v22","vm","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/10240","v10","502c9832-8322-027f-4187-e554aa6f13ef","winLonghornGuest","22.113276815973222255706787109","22.113277368247509002685546875","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-6336","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-6336/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"Leasing-calc","PoweredOn","","Leasing-calc:Microsoft Windows Server 2008 R2 (64-bit)","2","1","2048","2","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v16516","DMZ","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","502cced6-75e3-6211-596f-6b6bb1f615f5","windows7Server64Guest","40.12808500230312347412109375","42.128085548058152198791503906","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-6873","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-6873/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"sftp-01","PoweredOn","","sftp-01:CentOS 4/5/6/7 (64-bit)","1","1","1024","1","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v16516","DMZ","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/10240","v10","502cf5e8-f39c-e86f-e3bb-9c557c5e17c1","rhel6_64Guest","31.124407020397484302520751953","31.124407557770609855651855469","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-22671","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-22671/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"cc-cba","PoweredOn","","cc-cba:Red Hat Enterprise Linux 6 (64-bit)","4","2","4096","4","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v22","vm","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/20480","v10","502c8fdc-568a-f394-7e1a-6d68cb03e58c","rhel6_64Guest","120.13439610693603754043579102","124.13439664337784051895141602","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-6333","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-6333/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"BigSister","PoweredOn","","BigSister:CentOS 4/5/6 (32-bit)","2","1","2048","2","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v22","vm","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/20480","v10","502c6336-8ad5-e02e-319d-86ee8b214ed5","rhel5Guest","22.114244523458182811737060547","22.114245151169598102569580078","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-6269","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-6269/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"dlp-mail2","PoweredOn","","dlp-mail2:Microsoft Windows Server 2012 (64-bit)","4","4","6144","6","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v16516","DMZ","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v10","502cbe97-558e-d9d2-118e-a1159ec6a506","windows8Server64Guest","40.115904318168759346008300781","46.115904858335852622985839844","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-5963","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-5963/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"cc-mpp71","PoweredOn","","cc-mpp71:Red Hat Enterprise Linux 6 (64-bit)","2","2","4096","4","HostSystem-host-15835","bib-esx-02.deltabank.co.yu",,"Folder-group-v22","vm","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/1000 MemShares:Normal/20480","v10","502cc3e8-d06d-ddc4-0026-53291324da46","rhel6_64Guest","39.130664455704391002655029297","39.130664994008839130401611328","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-6334","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-6334/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"CC-IC73voice","PoweredOn","","CC-IC73voice:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-15838","bib-esx-03.deltabank.co.yu",,"Folder-group-v52","Discovered virtual machine","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","503acc44-4fce-99cd-82d6-89dc2298ce65","windows7Server64Guest","67.068907560780644416809082031","67.068908107466995716094970703","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-145","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-145/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"CloudExtender","PoweredOn","","CloudExtender:Microsoft Windows Server 2012 (64-bit)","2","1","8192","8","HostSystem-host-15838","bib-esx-03.deltabank.co.yu",,"Folder-group-v22","vm","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/81920","v10","502c48a9-99b4-002d-6184-dd13258012e9","windows8Server64Guest","58.114891798235476016998291016","58.114892346784472465515136719","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-17531","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-17531/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
"CC-IC73core","PoweredOn","","CC-IC73core:Microsoft Windows Server 2008 R2 (64-bit)","2","1","4096","4","HostSystem-host-15838","bib-esx-03.deltabank.co.yu",,"Folder-group-v52","Discovered virtual machine","ResourcePool-resgroup-47","Resources","ClusterRestartPriority","AsSpecifiedByCluster","AsSpecifiedByCluster","Inherit","CpuShares:Normal/2000 MemShares:Normal/40960","v10","503a3ec3-20ee-a8dd-353e-ee96dd4ba328","windows7Server64Guest","64.786140637472271919250488281","68.786141182295978069305419922","System.String[]","VMware.Vim.VirtualMachine","VMware.VimAutomation.ViCore.Impl.V1.Util.ReadOnlyDictionary`2[System.String,System.String]","VirtualMachine-vm-182","/VIServer=deltabank\admin_kaleksandar@bib-vcentar-01:443/VirtualMachine=VirtualMachine-vm-182/","VMware.VimAutomation.ViCore.Impl.V1.VimClient"
